iter	Passed	Remaining
166	31882	159031
167	32087	158910
168	32275	158702
169	32472	158544
170	32676	158412
171	32881	158288
172	33064	158060
173	33262	157899
174	33449	157691
175	33645	157521
176	33844	157368
177	34037	157185
178	34230	157001
179	34426	156830
180	34611	156611
181	34785	156344
182	34996	156240
183	35164	155947
184	35339	155685
185	35551	155584
186	35732	155351
187	35922	155154
188	36109	154947
189	36292	154722
190	36497	154589
191	36691	154409
192	36893	154265
193	37069	154009
194	37272	153870
195	37455	153644
196	37638	153421
197	37843	153286
198	38055	153177
199	38241	152964
200	38421	152730
201	38615	152551
202	38802	152344
203	38978	152091
204	39173	151915
205	39362	151718
206	39550	151516
207	39745	151338
208	39952	151208
209	40137	150995
210	40339	150841
211	40528	150645
212	40716	150441
213	40895	150203
214	41089	150025
215	41285	149850
216	41473	149650
217	41660	149441
218	41856	149270
219	42046	149074
220	42256	148948
221	42454	148783
222	42659	148638
223	42857	148470
224	43045	148267
225	43239	148084
226	43435	147911
227	43631	147735
228	43808	147496
229	44011	147341
230	44181	147080
231	44381	146918
232	44569	146714
233	44771	146558
234	44975	146409
235	45168	146223
236	45372	146072
237	45547	145828
238	45745	145657
239	45930	145445
240	46133	145291
241	46349	145176
242	46555	145029
243	46749	144846
244	46962	144722
245	47162	144556
246	47349	144349
247	47554	144196
248	47764	144060
249	47967	143902
250	48158	143707
251	48373	143584
252	48560	143377
253	48754	143193
254	48967	143062
255	49160	142872
256	49363	142711
257	49537	142469
258	49731	142281
259	49920	142082
260	50128	141935
261	50340	141799
262	50532	141606
263	50728	141423
264	50915	141219
265	51104	141018
266	51287	140801
267	51486	140626
268	51699	140490
269	51793	140034
270	51988	139850
271	52195	139699
272	52398	139536
273	52594	139356
274	52769	139118
275	52971	138953
276	53157	138747
277	53342	138535
278	53530	138335
279	53732	138169
280	53933	137999
281	54124	137807
282	54321	137628
283	54524	137462
284	54727	137298
285	54914	137095
286	55112	136917
287	55294	136700
288	55497	136535
289	55700	136370
290	55883	136156
291	56091	136002
292	56290	135827
293	56498	135673
294	56699	135503
295	56876	135274
296	57086	135124
297	57297	134976
298	57514	134841
299	57710	134657
300	57898	134454
301	58066	134207
302	58261	134020
303	58448	133817
304	58636	133613
305	58822	133407
306	59017	133221
307	59230	133077
308	59450	132945
309	59672	132819
310	59887	132677
311	60093	132514
312	60292	132334
313	60483	132139
314	60665	131923
315	60850	131714
316	61041	131519
317	61225	131308
318	61418	131116
319	61603	130906
320	61810	130744
321	61973	130491
322	62176	130321
323	62375	130140
324	62586	129987
325	62781	129800
326	62949	129555
327	63156	129394
328	63355	129215
329	63551	129027
330	63751	128850
331	63913	128597
332	64118	128430
333	64303	128221
334	64507	128052
335	64707	127874
336	64896	127674
337	65089	127482
338	65286	127298
339	65493	127135
340	65694	126957
341	65891	126774
342	66086	126585
343	66290	126414
344	66494	126242
345	66701	126077
346	66893	125882
347	67098	125713
348	67287	125513
349	67480	125320
350	67683	125146
351	67878	124958
352	68076	124774
353	68277	124596
354	68472	124407
355	68684	124249
356	68883	124067
357	69099	123916
358	69265	123674
359	69404	123385
360	69601	123200
361	69809	123033
362	70011	122857
363	70180	122623
364	70363	122413
365	70550	122209
366	70746	122023
367	70923	121803
368	71129	121632
369	71302	121407
370	71473	121177
371	71670	120992
372	71868	120808
373	72056	120608
374	72257	120429
375	72435	120212
376	72628	120019
377	72816	119819
378	73010	119630
379	73203	119436
380	73368	119199
381	73562	119009
382	73759	118824
383	73962	118648
384	74156	118458
385	74368	118296
386	74560	118102
387	74761	117923
388	74960	117740
389	75166	117567
390	75341	117347
391	75514	117125
392	75722	116954
393	75920	116770
394	76119	116587
395	76300	116378
396	76483	116170
397	76672	115972
398	76850	115757
399	77030	115545
400	77224	115354
401	77460	115227
402	77655	115037
403	77864	114868
404	78058	114678
405	78250	114484
406	78452	114305
407	78658	114131
408	78881	113982
409	79100	113827
410	79310	113659
411	79516	113484
412	79724	113313
413	79949	113165
414	80132	112957
415	80336	112779
416	80515	112567
417	80711	112377
418	80905	112186
419	81106	112003
420	81307	111821
421	81478	111598
422	81691	111432
423	81895	111253
424	82095	111069
425	82291	110880
426	82507	110718
427	82680	110498
428	82877	110310
429	83064	110108
430	83266	109927
431	83463	109738
432	83663	109555
433	83857	109362
434	84061	109182
435	84224	108951
436	84400	108735
437	84589	108537
438	84784	108346
439	84976	108152
440	85172	107962
441	85358	107760
442	85557	107574
443	85759	107393
444	85956	107204
445	86163	107028
446	86365	106846
447	86561	106656
448	86766	106477
449	86962	106287
450	87151	106088
451	87321	105867
452	87514	105673
453	87717	105492
454	87903	105290
455	88100	105101
456	88303	104920
457	88507	104740
458	88719	104569
459	88915	104379
460	89096	104170
461	89284	103972
462	89478	103779
463	89667	103581
464	89860	103388
465	90067	103210
466	90260	103016
467	90458	102828
468	90646	102629
469	90856	102455
470	91046	102257
471	91259	102086
472	91452	101893
473	91666	101722
474	91865	101535
475	92031	101312
476	92222	101115
477	92419	100927
478	92626	100748
479	92828	100563
480	93026	100375
481	93209	100171
482	93408	99984
483	93609	99798
484	93808	99611
485	94011	99427
486	94219	99249
487	94416	99059
488	94619	98876
489	94806	98675
490	94977	98459
491	95176	98271
492	95367	98076
493	95563	97884
494	95763	97698
495	95961	97509
496	96166	97327
497	96353	97127
498	96528	96914
499	96727	96727
500	96916	96529
501	97121	96347
502	97320	96159
503	97508	95960
504	97702	95768
505	97897	95576
506	98098	95389
507	98288	95193
508	98484	95001
509	98685	94815
510	98885	94627
511	99080	94435
512	99279	94247
513	99484	94065
514	99686	93879
515	99870	93676
516	100053	93473
517	100236	93270
518	100431	93077
519	100623	92883
520	100822	92694
521	101010	92496
522	101213	92311
523	101416	92126
524	101615	91938
525	101807	91742
526	102001	91549
527	102171	91334
528	102376	91151
529	102576	90964
530	102777	90777
531	102961	90575
532	103165	90390
533	103363	90200
534	103554	90005
535	103745	89809
536	103907	89588
537	104100	89394
538	104300	89207
539	104434	88962
540	104584	88732
541	104792	88551
542	104954	88332
543	105145	88136
544	105342	87946
545	105541	87758
546	105741	87570
547	105942	87383
548	106144	87196
549	106334	87000
550	106516	86798
551	106716	86610
552	106891	86402
553	107095	86217
554	107302	86035
555	107480	85829
556	107672	85635
557	107871	85446
558	108062	85251
559	108258	85060
560	108466	84878
561	108659	84684
562	108856	84494
563	109067	84314
564	109267	84126
565	109441	83917
566	109643	83731
567	109854	83551
568	110052	83361
569	110256	83175
570	110442	82977
571	110641	82787
572	110837	82596
573	111036	82406
574	111231	82214
575	111422	82019
576	111627	81834
577	111825	81644
578	112026	81456
579	112237	81275
580	112428	81080
581	112604	80874
582	112803	80684
583	112991	80487
584	113190	80297
585	113396	80113
586	113592	79921
587	113772	79717
588	113970	79528
589	114170	79338
590	114347	79133
591	114561	78954
592	114746	78755
593	114949	78568
594	115135	78369
595	115309	78162
596	115491	77961
597	115676	77762
598	115875	77572
599	116068	77379
600	116261	77185
601	116416	76966
602	116606	76771
603	116797	76576
604	117001	76389
605	117168	76178
606	117357	75982
607	117552	75790
608	117752	75601
609	117950	75410
610	118151	75222
611	118339	75025
612	118541	74837
613	118730	74641
614	118932	74453
615	119139	74268
616	119319	74066
617	119524	73881
618	119713	73684
619	119919	73498
620	120111	73304
621	120308	73113
622	120508	72924
623	120715	72738
624	120916	72550
625	121110	72356
626	121285	72152
627	121491	71966
628	121695	71778
629	121905	71595
630	122107	71407
631	122276	71199
632	122463	71001
633	122651	70805
634	122845	70612
635	123044	70421
636	123230	70223
637	123422	70029
638	123633	69846
639	123835	69657
640	124010	69453
641	124190	69252
642	124392	69063
643	124598	68877
644	124783	68679
645	124970	68482
646	125180	68297
647	125379	68107
648	125579	67917
649	125778	67727
650	125972	67533
651	126177	67346
652	126368	67151
653	126564	66958
654	126760	66767
655	126969	66581
656	127170	66391
657	127375	66204
658	127552	66002
659	127747	65809
660	127941	65615
661	128135	65422
662	128331	65230
663	128516	65032
664	128705	64836
665	128892	64639
666	129061	64434
667	129268	64247
668	129451	64048
669	129653	63859
670	129838	63661
671	130012	63458
672	130181	63253
673	130376	63060
674	130577	62870
675	130763	62673
676	130955	62479
677	131158	62290
678	131370	62105
679	131511	61887
680	131708	61695
681	131904	61503
682	132096	61309
683	132307	61124
684	132515	60937
685	132720	60749
686	132925	60561
687	133111	60364
688	133312	60174
689	133490	59974
690	133691	59783
691	133899	59596
692	134097	59405
693	134296	59214
694	134498	59024
695	134693	58831
696	134866	58629
697	135063	58437
698	135270	58249
699	135478	58062
700	135668	57867
701	135857	57671
702	136049	57477
703	136250	57287
704	136446	57094
705	136591	56880
706	136782	56686
707	136980	56494
708	137178	56303
709	137383	56114
710	137576	55920
711	137785	55733
712	137978	55539
713	138127	55328
714	138328	55137
715	138517	54942
716	138723	54754
717	138930	54566
718	139137	54377
719	139344	54189
720	139534	53994
721	139738	53805
722	139928	53610
723	140084	53402
724	140290	53213
725	140456	53009
726	140646	52814
727	140845	52623
728	141025	52424
729	141233	52236
730	141434	52046
731	141630	51853
